id,[kolicina sestavina]
20234,[ "Pekač za pite premera <span class=""label-inline"">26";  <b>Testo:</b>; 250 g Speculaas piškotov ali polnozrnatih Leibnitz keksov; 80 g staljenega masla;  <b>Nadev:</b>; 350 g kremnega sirnega namaza; 130 ml nesladkanega pasijonkinega pireja; 180 g "(<span class=""label-inline"">1"; 4 jajca; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 200 g sladkorja; 50 g jedilnega škroba (Gustin)]
20235,[ "Okrogel pekač premera <span class=""label-inline"">36";  <b>Krhko testo  s pivom:</b>; 600 g moke; 1 čajna žlička soli; 210 ml piva; 300 g hladnega masla;  <b>Nadev:</b>; 1300 g ricotte; 400-500 g blanširane špinače ; 200 g narezanega pečenega pršuta; 2 čajni žlički soli;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; 1 jedilna žlica origana; 120 g ribanega parmezana; 5 jajc;  <b>Premaz:</b>; 1 jajce]
20236,[3 jajca; 180 g sladkorja; 20 g grenkega kakava; 80 g stopljenega nevročega masla; 230 g ricotte; 70 ml skuhane močne prave kave (sladkane); 1 zamašek ruma; 140 g moke; 1 pecilni prašek;  <b>Preliv:</b>;  čokolada + mleko ali sladka smetana = 1+1]
20237,[100 g  Philadelphia sirčka; 100 g masla; 140 g sladkorja; 350 g moke; 1 rumenjak; 1 ščepec soli;  konička čajne žličke sode bikarbone;  "marmelada; Nutella"]
20238,[300 g PZ moke ; 300 g "drobno mletih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a>"; 300 g tople vode; 1 čž soli; 1 čajna žlička medu; 1 suhi kvas ali 1 kocka (25 g) kvasa; 50 g "stopljenega masla ali <span class=""label-inline"">3"; 2 "jajci ali <span class=""label-inline"">2"]
20239,[1 "lonček (<span class=""label-inline"">2 dl"; 3-4 lončke mleka; 2 jajci; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 2 žlici "rjavega sladkorja (v kolikor želimo slajši narastek; lahko dodamo več žlic sladkorja)"]
20240,[ <b>Tortna osnova (pekač premera 24 cm):</b>; 170 g masla; 200 g sladkorja; 2 jajci; 130 g nad paro stopljene bele čokolade; 80 g moke; 200 g grobo zdrobljenih orehov; 2 čajni žlički limoninega soka; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor";  <b>Srednja biskvitna plošča (pekač premera 20-22 cm):</b>; 1 jajce                               ; 30 g sladkorja               ; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor              "; 1 čajna žlička "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>                                   "; 15 g moke; 15 g škroba;  <b>Jabolčna krema:</b>; 800 g drobno naribanih neožetih kislih jabolk (Granny Smith); 160 g sladkorja;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a> po okusu"; 400 ml sladke smetane; 6 listov želatine]
20241,[2-3 pomaranče (odvisno od velikosti); 50 g jedilne čokolade; 250 g moke; 2 žlički pecilnega praška; 125 g masla/margarine; 125 g sladkorja; 3 jajca; 2 žlici kakava v prahu]
20242,[38 dag bele moke; 6 dag margarine; 7 dag sladkorja; 2 veliki žlici medu; 1 jajce; 1/2 žličke "mletih <a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">klinčkov</a>"; 1/2 žličke "mletega <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; 1/2 žličke jedilne sode; 6 žlic mrzlega mleka;  limonina lupina]
20243,[5 jajc; 2 dl "smetane (sladke ali kisle ali tiste; posnete z domačega mleka)"; 1/2 kg sladkorja; 2 vanilijeva sladkorja; 1/2 pecilnega praška;  limonina lupina (po želji); 150 g masla; 1 kg bele moke;  "valjar; peki papir in modelčki za peko"]
20244,[100 g "mletih praženih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a>    "; 2 žlici kakava ; 1 žlička sode; ½ žlička "mlete <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilije</a>"; ¼ žličke soli; ½  mehkega avokada  ; 1 velika "<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banana</a>; zelo zrela         "; 1 jajce; 2 žlici stopljenega kokosovega olja; 2 žlici javorjevega sirupa ; 50 g temne čokolade s 85% kakava ; 2 žlici mandljevih lističev ]
20245,[120 g "indijskih oreščkov; namočenih <span class=""label-inline"">3"; 2-3 žlice vode; 4 žlice prehranskega kvasa; 1 strok česna;  sok polovice limone;  sol; 1 žlica "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; 1 žlica drobnjaka]
20246,[1 skodelica chia semen; 1 skodelica bučnih semen; 1 skodelica sončničnih semen; 1 skodelica sezama; 2 skodelici vode; 2 stroka strtega česna; 1 žlička zeliščne soli; ¼ žličke "kajenskega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"]
20247,[140 g sladkorja; 200 g moke; 1 žlička sode bikarbone; 1/2 žličke "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladkorja"; 2 jajci; 1 lonček navadnega jogurta; 140 g stopljenega masla;  marelična marmelada]
20248,[ <b>Piškotna podlaga:</b>; 200 g maslenih piškotov; 100 g "mletih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a>"; 120 g masla;  <b>Borovničev nadev:</b>; 200 g borovnic; 100 g sladkorja; 350 ml smetane za stepanje; 10 g želatine v prahu;  <b>Smetanov nadev:</b>; 250 ml smetane za stepanje; 180 ml kisle smetane; 10 g želatine v prahu; 50 g sladkorja v prahu]
20249,[70 g kvasa; 120 g margarine; 7 rumenjakov; 1/2 l mleka; 3 jedilne žlice ruma; 40 g sladkorja; 1 "zavojček <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladkorja (cca. 10 g)"; 1 kg posebne pšenične moke; čajna žlička soli;  "naribana lupinica <span class=""label-inline"">1"]
20250,[1 kg navadne moke; pol kocke kvasa; pol žličke sladkorja; 2 in pol žličke soli; 1 l vode]
20251,[pol velikega avokada; 2 jedilni žlici medu; 50 g "mletih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a>"; 1 jedilna žlica kakava; 1 zavitek listnatega testa / 275 g (puff pastry); 1 jedilna žlica vode]
20252,[velika "<a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelena</a> bučka";  srednje velika čebula; žlica olja ali masla; 1/2 argove kocke; 1/2 žličke timijana;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>; sol";  "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a> ali drobnjak"; velika žlica s kupom kisle smetane]
20253,[ <b>Testo:</b>; 1 zavojček suhega kvasa; 1/4 skodelice tople vode; 1 "cela in <span class=""label-inline"">1/4 skodelice"; 1/3 skodelice stopljenega masla; 1/4 skodelice sladkorja; 2 jajci; 1 žlička soli; 5 "do <span class=""label-inline"">6";  <b>Omaka:</b>; 1 kg jabolk; 4 žlice sladkorja; 4 žlice pomarančnega soka; 1 dl belega vina (po želji) ;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">klinčki</a>"; 3/4 skodelice stopljenega masla; 1 cela in 1/4 skodelice sladkorja; 1 žlica "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; 2/3 skodelice rjavega sladkorja (priporočam muscovado)]
20254,[ <b>Za bananino testo:</b>; 300 g "pšenične moke tip <span class=""label-inline"">500"; 2 čajni žlički pecilnega praška; 1 čajna žlička sode bikarbone; ščepec soli; 100 g masla; 120 g sladkorja; 1 velika žlica "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladkorja "; 120 g rjavega trsnega sladkorja; 3 rumenjaki (ali eno jajce) velikosti L; 2 jajci velikosti L; 2 "veliki zreli <a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banani</a>";  rdeča ali roza jedilna barva;  <b>Za čokoladno testo:</b>; 300 g "pšenične moke tip <span class=""label-inline"">500"; 1 čajna žlička pecilnega praška; ščep sode bikarbone; ščep soli; 150 g sladkorja; 3 jedilne žlice temnega kakava v prahu; 2 dl mleka; "1;5 dl  sončničnega olja]
20255,[180 g margarine; 150 g sladkorja; 2 "zavitka <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladkorja"; 2 jajci; 350 g moke; 2 žlički pecilnega praška; ščep soli; 120 g grobo sesekljanih orehovih jedrc; 150 g grobo nasekljane jedilne čokolade; 30 g malih čokoladnih žitnih kroglic]
20256,[4 dl "posušenega paradižnika; vloženega v <span class=""label-inline"">1 dl"; 6 strokov česna; 1 žlička čilija ali več po okusu; 2 žlički posušenega origana ;  sol po okusu; 1/2 žličke "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"]
20257,[1 zrel avokado; 1 žlica drobno sesekljane čebule; 1 velika pest ali pol konzerve rdečega fižola; 1 trdo kuhano jajce; 1 žlica bučnega olja; 1-2 žlici jabolčnega kisa; 1 ščep oz po okusu Bio provansalska sol]
20258,[1/2 kg mešanega mletega mesa; 1 rdeč korenček; 1 večja čebula;  olivno olje; 1 žlička mlete sladke paprike; 4 stroki česna;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>";  drobtine ;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  olje; 1 surovo jajce; 3 kuhana jajca;  olivno olje]
20259,[ <b>Za testo:</b>; 350 g bele moke ; 2 žlički pecilnega praška; ščepec soli; 35 g stopljenega masla; 32 g olja; 110 g sladkorja;  "semena <span class=""label-inline"">1 "; 2 jajci; 1 "zamašek <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> ekstrakta"; 130 ml mleka;  stopljeno maslo ali kokosova maščoba za pekač]
20260,[ <b>Za biskvit:</b>; 3 jajca; 9 žlic moke; 9 žlic sladkorja; 9 žlic mleka; 9 žlic olja; 4 žlice  kakava; 1 pecilni prašek; 2 vanilijeva sladkorja;  <b>Za nutellino kremo:</b>; 250 g mascarponeja; 100 ml sladke smetane; 2 veliki žlici Nutelle;  <b>Za navlažitev biskvita:</b>;  <b>Malinov sok:</b>;  sok malin + malo ruma + sladkor po okusu;  <b>Mlečni sok; </b>; 1 dl mleka + rum + sladkor po okusu; 500 g zamrznjenih malin; "2;5 dl  sladke smetane;  mrvice za okras]
20261,[300 g "bele moke tip <span class=""label-inline"">500"; ½ zavitka suhega kvasa ali ¼ kocke (10 g) svežega; 200 ml toplega mleka; 1/3 čajne žličke soli; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor";  "naribana lupina <span class=""label-inline"">1"; 100 g sladkorja; 1 zamašek ruma; 3 rumenjaki; 100 g masla sobne temperature]
20262,[300 g moke za krofe ; 1 zavitek suhega kvasa ali 1/2 kocke (20 g) svežega; 130 ml toplega mleka; 1 čajna žlička soli; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor";  "naribana lupina <span class=""label-inline"">1"; 50 g sladkorja; 1 zamašek ruma; 4 rumenjaki; 1 celo jajce; 120 g masla sobne temperature;  Premaz; stepeno jajce;  Nadev; marelična marmelada]
20263,[ <b>Tortno dno:</b>; 400 g datljev brez koščic; 100 ml vode; 250 g oluščenih pistacij; 100 g kokosove moke;  <b>Krema:</b>; 450 g borovnic; 200 g kokosovega sladkorja; 180 g jogurta ; 200 g indijskih oreščkov ; 500 g grškega jogurta; 18 listov želatine; 300 ml kokosove smetane (lahko navadna smetana)]
20264,[ "tortni model premera <span class=""label-inline"">22-24";  <b>Tortno dno:</b>; 200 g zdrobljenih grisinov; 6–8 jedilnih žlic mleka; 125 g stopljenega masla;  <b>Krema:</b>; 1 zrel avokado; 180 g jogurta ; 250 g "mletih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a>"; 500 g grškega jogurta; 7 listov želatine; 300 ml sladke smetane;  <b>Okras:</b>;  češnjevi paradižniki]
20265,[ "Tortni model premera <span class=""label-inline"">24";  "Tortno dno; obod in »pokrov«"; "1;2 kg  olupljenega krompirja;  sol; 70 g moke; 3 rumenjaki; 70 g parmezana;  "mleti <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  <b>Nadev:</b>; 340 g blanširane in ožete špinače;  sol; 270 g pečenega pršuta; 400 g mozzarele;  <b>Za površino pred peko:</b>;  drobtine;  koščki masla]
20266,[ <b>Testo:</b>; 400 g "univerzalne moke tip <span class=""label-inline"">500"; 125 ml mleka; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 80 g sladkorja; 1 jajce; 1 vrečka "suhega kvasa ali <span class=""label-inline"">20 g";  sol; 50 g masla sobne temperature;  <b>Kakavov vložek:</b>; 100 g masla sobne temperature; 15 g grenkega kakava; 10 g moke; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor";  <b>Premaz:</b>;  staljeno maslo]
20267,[ <b>Za okroglo torto premera 24 cm:</b>;  <b>Svetel biskvitni oblat:</b>; 2 jajci; 50 g sladkorja; 50 g ostre moke; 1 žlička pecilnega praška;  "<b>""Pikasti"" biskvitni oblat:</b>"; 2 jajci; 50 g sladkorja; 50 g ostre moke; 1 žlička pecilnega praška; 2 veliki žlici čokoladnih mrvic;  <b>Temni biskvitni oblat:</b>; 2 jajci; 50 g sladkorja; 45 g ostre moke; 1 velika žlica kakava; 1 žlička pecilnega praška;  <b>Za nadev:</b>; 500 g mascarponeja; "0;5 l  sladke smetane; 500 g zmrznjenih jagod; nekaj žlic Nutelle; 1 vrečka želatine fix; 1 vrečka utrjevalca za smetano (kremfix);  agavin sirup in/ali sladkor v prahu (po potrebi)]
20268,[2 fileja postrvi s kožo; 1 jedilna žlica olivnega olja; 50 g motovilca; polovica granatnega jabolka;  nariban Grana Padano sir; pol limone;  sol;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"]
20269,[ "špile (imajo jih v vsaki špeceriji; mesnici:.. lahko pa jih narediš doma)";  zavojček zamrznjenih črev (najraje imam tanka čreva) (dobiš jih v Mercatorju); 1 kg ajde; 1 kg "riža (pomembno; riž mora biti navaden; ne sme biti dolgozrnat; ker so kašnice drugače preveč suhe)"; 40 dag čebule; približno 15 dag svinjske zaseke; 13 g "črnega mletega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"; 10 g pimenta; 4 "do 5 g <a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majarona</a>"; 60 g kuhinjske soli; 2 g "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a> (nikakor več kot 2 g ; razen; če vam okus ugaja)... lahko pa tudi popolnoma brez"]
20270,[500 g malih kozic (lahko tudi zamrznjene); žlica olja;  "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>; origano"; 3 žlice kisle smetane; 1 žlica moke;  voda]
20271,[ <b>Strastni biskvit v sebi skriva:</b>; 4 jajca; 80 g sladkorja; 40 g kokosove moke; 80 g pšenične bele moke;  <b>Sočnost biskvita zagotovimo s:</b>;  pomarančnim sokom;  marmelado;  <b>Ljubeč jagodni pire sestoji iz:</b>; 600 g zamrznjenih jagod; 2 vrečke želatine fix;  sladkor v prahu;  <b>V nežno kremo spadajo:</b>; 5 zvrhanih žlic mlečne Linolade (bele); 500 g mascarponeja; 250 ml sladke smetane; 50 g sladkorja v prahu; 3 lističi želatine;  <b>Za očarljivo zunanjost:</b>; 250 ml sladke smetane;  sveže jagode;  kokosova moka;  premer pekača naj bo 26 cm]
20272,[ prekajena svinjska rebrca; 30 dag ješprenjčka; 30 dag fižola;  jušna zelenjava;  korenje;  čebula;  česen;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  sol;  lovor;  "paradižnik; paradižnikov koncentrat; pasiran paradižnik"]
20275,[15 dag kuskusa; 2 jajci; 5 dag stopljenega masla; 10 dag moke; 5 dag nastrganega parmezana; 1 čajna žlička čemaževega pesta ali 5 dag kuhane in drobno sesekljane špinače; pol žličke Biogette;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
20276,[ <b>Za testo:</b>; 200 g moke; 120 g masla (hladnega); 90 g sladkorja; 1 celo jajce; 1 rumenjak;  <b>Za vanilijevo kremo:</b>; 1 vrečka "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> pudinga";  "ustrezna količina mleka (da skuhamo <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> puding)"; 1 sladka smetana;  sladkor (za sladkanje pudinga in sladke smetane)]
20277,[ <b>Za tortni model premera 26 cm:</b>; 300 g univerzalne bele moke; 1 vrečka pecilnega praška; 300 g sladkorja; 3 rumenjaki; 3 beljaki; 450 g "zmletih; olupljenih pomaranč";  "naribana lupina <span class=""label-inline"">2-4"; 100 ml olja; 100 ml mleka; 100 g čokoladnih kapljic]
20278,[1 kg rdeče pese; 1 kg višenj; 1-2 jabolki; 1 kg želirnega sladkorja 1:2; žlica ruma po želji]
20279,[6 listov listnatega testa; 2 navadna jogurta; 2 jajci; 2 lončka sladkorja; 1 lonček olja; "1;5  lončka pšeničnega zdroba; 1 pecilni prašek; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; pol velikega kozarca višenj;  * lonček je merica od jogurta]
20280,[200 g narezane šunke; 120 g šampinjonov; 1 dl paradižnikove mezge; 130 g naribanega sira; 1 "suhi kvas v prahu / <span class=""label-inline"">7 g"; 500 g moke + še nekaj za razvaljati;  sol; 1 jedilna žlica origana; 3 dl mlačne vode; malo olivnega olja]
20281,[ <b>Škrobni starter:</b>; 30 g moke; 150 ml hladne vode;  <b>Testo:</b>; 300 g bele univerzalne moke ; ½ vrečke suhega kvasa ali 10 g svežega (1/4 kocke); ½  čajne žličke soli; ½ čajne žličke sladkorja; 135 ml mlačnega mleka; 40 g masla sobne T ali olja;  ves škrobni starter sobne T;  <b>Nadev:</b>; 150 g paradižnikovega pireja ; 200 g rezin pečenega pršuta; 250 g sira (edamec); 300 g šampinjonov iz slanice;  olive;  origano         ]
20282,[ <b>Škrobni starter:</b>; 20 g moke; 100 ml hladne vode;  <b>Testo:</b>; 200 g bele univerzalne moke ; ½ vrečke suhega kvasa ali 10 g svežega (1/4 kocke); ¼  čajne žličke soli; ½ čajne žličke sladkorja; 90 ml mlačnega mleka ali vode; 25 g masla sobne T ali olja;  ves škrobni starter sobne T;  <b>Nadev:</b>; 200 g sira (edamec); 8 hrenovk brez ovoja]
20283,[ <b>Palačinke:</b>; 3 jajca; "0;5 l  mleka; 450 g moke; ščep soli;  <b>Nadev:</b>; 200-250 g skute; žlica sladkorja; žlica kisle smetane ali malo sladke smetane;  limonina lupinica;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 1 jajce;  po želji lahko dodamo pest rozin;  <b>Preliv:</b>; 1 jajce; 1 žlica sladkorja; 1 žlica smetane]
20284,[20 dag moke; 10 dag čokolade v prahu; 2-3 jajca;  par žlic vode - po potrebi]
20285,[80 g masti ali olja; 300 g čebule; 600 g "jagnjetine; govedine ali žrebička"; 1 žlička biogette;  lovorov list; 250 g korenja;  "timijan; šetraj"; 1 dl suhega belega vina]
20286,[2 jajca; 1 jogurt; 1 jogurtov lonček sladkorja; "1;5  jogurtovega lončka moke; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 1 pecilni prašek]
20287,[500 g ribjih filejev (brez kože);  olivno olje; 4 srednje veliki krompirji;  "sol in sveže zmleti črni <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  timijan;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilika</a>";  koper;  peteršiljevo listje; 2 jajci;  vermut; 1 dl suhega belega vina;  tabasco; 1 neškropljena limeta ali limona; 4 stroki česna;  krušne drobtine;  "janeževo žganje (pernod; pastis; ...)";  ostra moka]
20288,[ <b>Piškotna podlaga:</b>; 200 g maslenih piškotov; 100 g "mletih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a>"; 120 g masla;  <b>Krema:</b>; 8 dl smetane za stepanje; 400 g kisle smetane; 10 g mlete želatine; 100 g sladkorja v prahu; 2-3 limete;  cca. 700 g jagod]
20289,[ <b>Za 10 zvrnjenih tortic:</b>; 175 g "Philadelphia sirčka s <span class=""label-inline"">3%"; 200 ml sladke smetane; 100 ml kondenziranega mleka; 140 g polnozrnatih piškotov (midva sva uporabila ovsene piškote s sezamom); 40 g masla;  stevia ali sladkor; 2 limoni]
20290,[ azijski jajčni rezanci; ½ piščančjih prsi; 1 jajčni beljak; 1 jž gustina;  rastlinsko olje; 2 cm ingverja; 2 stroka česna; 1 "dlan narezane zelenjave (belo zelje; rdeča paprika; čebula; korenček)"; 1/3 čž čilija v prahu (oz. po želji); ščepec "belega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>";  svetla sojina omaka;  mlada čebula;  zdrobljeni arašidi;  drobnjak]
20291,[80 g ajdove kaše;  "mešana zelenjava (grah; korenček; krompir; stročji fižol; por; čebula; rdeča paprika;   gomolj <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a>)";  "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"; 2 -3 čž domače vegete;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"]
20292,[100 g "temne čokolade s <span class=""label-inline"">85 %"; 70 g amaranta *; 3 žlice konopljinih proteinov *; 1 žlica mace prahu (po želji); 5 suhih sliv;  jž kakavovih zrnc]
20293,[1 velikonočna šunka s kostjo; 80 g kvasa ; 4 čajne žličke sladkorja;  .440 g gladke moke; 800 ml vode ; 4  žličke soli ; malo sončničnega olja ;  "po želji še kumino;";  janež;  koriander ali komarček]
20294,[ pirina moka;  špinača;  pire krompir]
20295,[4 majhne hruške;  sok ene limone; 4 jajca; polovica masla (125 g); "0;5 dl  smetane; 150 g grenke čokolade; 120 g finega sladkorja; 80 g "fino zmletih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a>"; 40 g moke; 1 žlica kakava; 1 kavna žlička pecilnega praška; malo soli;  <b>Za glazuro; </b>; 100 g jedilne čokolade; 100 g sladke smetane;  Ostalo; peki papir]
20296,[ <b>Čokoladna plast (spodnja) :</b>;  "zavitek piškotov (navadni; masleni; leibniz; baby:...)";  "zavitek napolitank (čoko; lešnik; <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilija</a>:..)"; 3 žličke masla; 100 g čokolade (mlečna); 1 žlica grenkega kakava; 2 dl mleka; 2 žlički instant kapučina (po želji);  <b>Puding (srednja):</b>; vrečka "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> pudinga"; 4 dl mleka; 2 žlički instant kapučina; 1 žlička sladkorja; 1 dl sladke smetane;  <b>Smetana (zgornja):</b>; 2 dl sladke smetane; 3 žlički instant kapučina; 3 žličke sladkorja; 2 "<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banani</a>"; pest nasekljanih lešnikov;  kakav]
20298,[35 dag korenja; polovica sveže paprike; 1 paradižnik;  sol;  bučno olje;  "kis; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"]
20299,[ "paket oblatov (vsebuje <span class=""label-inline"">5"; 920 g "Albert piškotov (<span class=""label-inline"">1"; 320 g masla; 400 g jedilne čokolade; 400 g sladkorja v prahu; 600 ml mleka; 50 ml ruma]
20300,[ <b>Podlaga:</b>; 125 g masla; 125 g "<a href=""https://www.kulinarika.net/recepti/zacimbe/77/mak/"">maka</a>"; 100 g sladkorja; 100 ml mleka; 3 jajca; 50 g drobtin; malo ruma;  sok ene limone (~100 ml);  <b>Glazura:</b>; 300 g sladkorja v prahu; 4-5 žlic soka limone; 1 žlica ruma]
20301,[ file piščančjih prsi; 2 žlici moke;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>; sol"; 1 manjša čebula; 2 stroka česna; 4 dl kokosovega mleka ; 2 žlici škroba; 1/2 žličke "suhe <a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilike</a>"; 1/4 žličke "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; 1/4 žličke kurkume]
20302,[20 g kvasa; 500 g moke; 4 dl tople vode;  sol;  sladkor;  kumina;  jajce po želji]
20303,[150 g soba rezancev; 1 jedilna žlica črnega sezama; 2 jedilni žlici sojine omake; 2 jedilni žlici kokosovega mleka; 2 mladi čebuli; 1 korenček; ščepec soli;  "kajenski <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; 2 jedilni žlici sezamovega olja]
20304,[ <b>Tortna osnova:</b>; 3 rumenjaki; 60 g sladkorja; 65 g čokolade v prahu ; 120 g univerzalne bele moke; 120 g zmehčanega masla ali margarine; 3 "beljaki; stepeni v sneg";  <b>Preliv za navlažitev tortne osnove:</b>; 100 ml vode; 2 čajni žlički sladkorja; 1 čajna žlička instant kave v prahu;  <b>Krema:</b>; 1l mleka; 500 ml sladke smetane; 150 g sladkorja; 105 g  jedilnega škroba; 6 čajnih žličk instant brezkofeinske ali kofeinske kave v prahu;  Po želji; 3 jedilne žlice ruma;  <b>Želatinast kavni preliv:</b>; 100 ml vroče vode; 1 čajna žlička instant kave v prahu; 2 čajni žlički sladkorja; 2 lista želatine]
20305,[300 ml mleka; 200 ml sladke smetane; 50 g sladkorja; 35 g jedilnega škroba; 2 čajni žlički instant brezkofeinske ali kofeinske kave v prahu;  Po želji; 1 jedilna žlica ruma]
20306,[230 g moke za fino pecivo; 120 g mletega sladkorja; 20 g grenkega kakava v prahu; 5 g instant kave v prahu; 130 g zmehčanega masla; 20 ml kuhane močne kave]
20307,[1/2 ledenke; 1-2 paradižnika; 1/2 kumare; 1 rumena paprika;  olive; 250 g piščančjih prsi;  sol ;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; 2 žlici grškega jogurta; malo vode ali navadnega tekočega jogurta za razredčitev;  olivno olje;  "sirup granatnega jabolka (če ni; lahko izpustimo)"; strok česna;  "svež <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>";  sol]
20308,[1 kg moke ; 500 g margarine; 100 g sladkorja ; 2 navadna jogurta ; 2 vanilijeva sladkorja;  limonin sladkor;  rumov sladkor;  marmelada]
