id,kolicin,sestavina
244,1 žlica,naribanega sira
244,1,lonèek gostega jogurta
245,3,zavitki gorgonzole (npr. Vindija) 
245,1,sladka smetana (250 ml)
245,nekaj,orehov
246,400 g,buèk
246,250 g,mascarpone sira
246,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
246,,sol
246,,krebuljica 
247,300 g,sliv
247,,košèek svežega ingverja
247,1,list lovorja
247,1/8 l,rdeèega vina
247,2,brinovi jagodi
247,2 žlici,creme fraiche
247,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a>"
247,,piment 
248,2,"ali <span class=""label-inline"">3"
248,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilika</a>"
248,,origano
248,,èili
248,,"sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
248,1/2,"èebule; èesen"
249,1,"veèji paradižnik ; narežemo na kockice"
249,1,žlico na strgalnik nastrgane èebule
249,1 žlièka,drobno narezanega zelenega koriandra
249,,sol po želji
249,,èili omaka po okusu (mora biti pekoèa)
250,3 dl,"bešamela (na maslu <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>žena moka;zalita z mlekom in pokuhana)."
250,,sol
250,,muškatni orešèek
250,15 dag,nastrganega sira
250,,sok limone po okusu 
251,2 dl,sladke smetane
251,3 žlice,"nastrganega <a href=""https://www.kulinarika.net/recepti/zacimbe/44/hren/"">hrena</a>"
251,,sol po okusu
251,,par kapljic limoninega soka
251,malo,soli
252,,Zavitek špagetov
252,,<b>Za omako:</b>
252,pol,"èebule; ena paprika; dve manjši buèki; <span class=""label-inline"">4"
253,3 kg,rdeèe podolgovate paprike
253,,.5 kg èebule
253,1,glava èesna
253,1 l,kisa za vlaganje
253,pol litra,vode
253,2 žlici,soli
253,3 žlice,sladkorja
253,pol,"kilograma dobre <a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a>"
253,3 dl,olja
254,1/2 kg,belega zelja
254,3,veliki korenèki
254,250 g,majoneze
254,1 žlica,vinskega kisa
254,1 žlica,"<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a>"
254,1 žlièka,"sesekljanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
254,,"sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
255,1,"gomolj olupljene in nastrgane gomoljaste <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a> ali 2 stebli stebelne <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a>"
255,2,olupljeni in nastrgani jabolki
255,3,olupljeni in nastrgani korenèki
255,3 žlice,kisa
255,1 žlica,sladkorja
255,3 žlice,kisle smatane
255,3 žlice,majoneze
256,25 dag,mlade èebule
256,šèepec,rdeèe paprike
256,2 dl,kisle smetane
256,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
257,50 dag,kislega zelja
257,1,"skodela vloženega <a href=""https://www.kulinarika.net/recepti/zacimbe/4/ananas/"">ananasa</a>"
257,1 žlièka,sladkorja
257,1,manjša nasekljana èebula
257,1 žlica,"<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a>"
257,5 žlic,kisle smetane
258,5,srednje velikih krompirjev narezanih na kocke
258,5,"trdo kuhanih jajc; narezanih na kocke"
258,3,"kuhani koreni; narezani na kocke"
258,1,skodela kuhanega graha
258,3,"kisle kumarice; narezane na kocke"
258,1 žlica,limoninega soka
258,4 žlice,olja
258,2 žlici,majoneze
258,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
258,1 žlièka,"<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a>"
259,50 dag,v olupku kuhanega krompirja
259,1,veèja ali 2 manjši šalotki
259,,sol
259,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
259,,jabolèni kis
259,,olivno ali kako drugo olje
260,,"Zelje; naribano korenje; paprika; paradižnik; fižol; koruza; tuna; nariban sir ."
260,,"Olivno olje; kis; sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
261,3,srednje velike sveže kumare
261,1 dcl,"jogurta;"
261,,"sol;<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>; drobnjak; <a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilika</a>;"
261,,"svež <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
261,,"mlada èebula;kis; olje; paprika"
262,40 dag,velikega belega ali pisanega fižola /lahko iz ploèevinke /
262,1,"veèja èebula ; narezana na tenke kolobarje"
262,,".<span class=""label-inline"">5 dl"
262,,sok ene limone alli pa kis
262,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
263,20 dag,"salame (posebne; šunkarice)"
263,20 dag,sira gauda
263,1,èebula
263,3-4,paradižnike
263,2 stroka,èesna
263,2,papriki
263,1,"konzervo koruze (<span class=""label-inline"">20 dag"
263,,"Preliv: <span class=""label-inline"">3 žlice"
263,2 žlici,vinskega kisa
263,1,"žlièko <a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a>"
263,5 žlic,majoneze
263,,noževa konica sladke paprike
263,,"sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> "
264,,"o dag paradižnika; narezanega na rezine"
264,15 dag,"mozarela sira; narezanega na rezine"
264,3 žlice,olivnega olja
264,1 žlica,jabolènega kisa
264,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
264,1 žlica,listièev origana
265,1,zavitek raviolov
265,1,skodela kuhanega graha
265,2,"kuhana koreèka; narezana na kocke"
265,2,"sveži gobi (npr. golobici ali šampiniona; ki jih uživamo surove) narezani na rezine"
265,1 žlica,majoneze
265,1 žlica,nasekljane kreše ali drobnjaka
265,1 žlica,olja
265,1 žlica,kisa
265,,"listi <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a> solate"
265,,sol po okusu
266,30 dag,kuhanega riža
266,1,ploèevinka kuhanega graha
266,20 dag,"sira gaude; narezanega na kocke"
266,20 dag,kuhanega in na trakove narezanega korenja
266,1,"kuhano pišèanèje oprsje; narezano na kocke"
266,,sol po okusu
266,1 žlièka,"zdrobljene <a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilike</a>"
266,1 žlica,olja (lahko olivnega)
266,3 žlice,vinskega kisa
266,10,rdeèih redkvic za okrasitev
267,1,jajèevec
267,,sol
267,,olje za peèenje 
267,2 žlici,olivnega olja
267,,"sok <span class=""label-inline"">1/2"
267,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
267,2 stroka,èesna
268,60 dag,kisle repe
268,1 žlica,rdeèe paprike
268,1 žlica,paradižnikove mezge
268,1 žlica,"<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a>"
268,3 žlice,olja
269,50 dag,paradižnika
269,1,èebula
269,1,zrel avokado ( ko se ga dotaknete ni ne pretrd in ne premehek
269,,"olje; kis; sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> "
270,4,"<a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a> paprike"
270,3,trdi paradižniki
270,10 dag,oliv
270,15 dag,kuhanega riža
270,20 dag,"kuhane govedine ali pišèanèjega mesa; narezanega na trakove"
270,3 žlice,olja
270,2 žlici,kisa
270,2 stroka,strtega èesna
270,1 žlièka,"drobno nasekljanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
270,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu "
272,l,"glavica <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a> solate; lahko je mehka; endivija ali radiè"
272,15 dag,naribanega sira
272,1,rezina slanine
272,2 žlici,jabolènega kisa
272,2 žlici,olivnega olja
272,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
272,1 žlica,"pekoèe <a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a>"
273,3,"skodele kuhanega; debelozrnatega fižola ali boba"
273,2,skodeli kuhanih jajènih polžkov Pekatete (žito)
273,1,"<a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelena</a> paprika; narezana na rezine"
273,2,"mladi èebuli; narezani na kolobarje"
273,1,"trd paradižnik; narezan na kolobarje"
273,2,"trdo kuhani jajci; narezani na èetrtine"
273,2 žlici,grobo nasekljanih orehov
273,4,"listi <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a> solate"
273,1 žlièka,zdrobljenega ali nasekljanega koprca
273,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
273,,olje in kis po okusu
274,1/2 kg,"kuhane govedine (lahko tiste; ki je ostala od goveje juhe)"
274,2,paradižnika
274,2,paprike
274,3,trdo kuhana jajca
274,,sol
274,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
274,,olje
274,,kis
274,1,èebula
274,4,stroki èesna
274,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilika</a> "
275,20 dag,cikorije
275,15 dag,endivije
275,1,"<a href=""https://www.kulinarika.net/recepti/zacimbe/269/granatno-jabolko/"">jabolko</a>; olupljeno in narezano na rezine"
275,,sok polovice limone
275,1 žlica,"naribane <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a>"
275,2 žlici,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>ženih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a>"
275,1,mlada drobno sesekljana èebula
275,1 strok,strtega èesna
275,pol žlièke,zmletih gorèiènih zrn
275,1 žlièka,drobno sesekljanega drobnjaka
275,šèepec,sladkorja
275,3 žlice,olivnega ali koruznega olja
275,3 žlice,vinskega kisa
275,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
276,50 dag,"paradižnika; narezanega na veèje kose"
276,2,"èebuli; narezani na kose"
276,1,"<a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelena</a> pekoèa paprika; narezana na drobno"
276,1,"paprika; narezana na rezance"
276,1,"kumara; narezana na kose"
276,20 dag,belega sira narezanega na kose
276,,olje in zelo malo kisa
276,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
277,,"Za <span class=""label-inline"">4"
277,250 g,kodraste endivije ali eskarjolke
277,250 g,pišèanèjih jeter
277,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
277,70 ml,olja (po potrebi malo veè)
277,125 g,trakasto narezane mesnate slanine
277,4,"debele; na kocke narezane rezine francoskega belega kruha"
277,3,drobno nasekljane šalotke
277,,drobno sesekljan strok èesna
277,žlica,malinovega ali drugega sadnega kisa
277,žlica,svežega drobnjaka
278,4,glavice vitlofa
278,l,trdo kuhano jajce
278,2 žlici,naribanega sira
278,2 žlici,hrustljavo zapeèenih košèkov slanine
278,1 strok,strtega èesna
278,3 žlice,limoninega soka
278,3 žlice,olivnega olja
278,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
279,1,"veèji gomolj <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a>"
279,2 žlici,majoneze
279,1 žlièka,"<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a>; zaželena je pekoèa"
279,1,sardelni filet
279,1,"kisla kumarica; narezana na drobne košèke"
279,1 žlica,kisa od kislih kumaric
279,1 žlièka,"drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
279,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
280,1,ploèevinka graha
280,2,skodeli kuhanih testenin
280,1,ploèevinka rakcev
280,1,ploèevinka belušev
280,3 žlice,majoneze
280,2 žlici,limoninega soka
280,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
280,1 žlièka,sladkorja
280,2 žlici,olja
281,,vložene hruške
281,,kepica sladoleda
281,,Èokolada
281,,sladka smetana
282,,<b>Za 5 oseb potrebujete:</b>
282,,<b>Testo:</b>
282,2 dag,kvasa
282,25 dag,ajdove moke
282,25 dag,bele moke
282,2 dl,vode li mleka
282,"2;5 dag ,masla
282,"2;5 dag ,sladkorja
282,,maslo
282,,sol
282,,<b>Nadev:</b>
282,15 dag,skute
282,,.5 dl kisle smetane
282,1,jajce
282,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a>"
282,5 dag,sladkorja
282,10 dag,rozin
282,10 dag,orehov
283,5 žlic,instant ajdove moke
283,5 žlic,sladkorja
283,4,jajca
283,,limonina lupina
283,,mašèoba za pekaè
283,,<b>Za poliv:</b>
283,5 dl,belega vina
283,"2;5 dl ,vode
283,"1;5 dl ,ruma
283,20 dag,sladkorja
283,,limonina lupina
283,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">nageljnove žbice</a>"
283,,"palièica <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"
284,5 dl,sodavice
284,1 žlica,malinovega ali ribezovega sirupa
284,1 žlièka,sladkorja
284,,limonin sok
284,nekaj,kock ledu
285,,<b>Sestavine za palaèinke:</b>
285,10,"do <span class=""label-inline"">12"
285,1/4,skodele pecilnega praška
285,1 1/2 žlica,soli
285,1/2,skodele sladkorja
285,1,skodela mleènega prahu
285,1 žlica,sode 
285,,Vse sestavine presejemo in dobro zmešamo. Lahko jih hranimo v stekleni posodi do 3 mesece.
285,2,skodeli prejšnje mešanice
285,2,skodeli mleka
285,1,jajce
286,2,jajci
286,1,skodelo sladkorja
286,1,skodelo mleka
286,5 žlic,dobro umešane margarine ali masla
286,4,skodele presejane moke
286,4,žlicke pecilnega praška
286,pol,"žlicke <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a> v prahu"
286,l,žlièko nastrgane limonine lupinice
286,pol žlièke,soli
286,šèepec,nastrganega muškatnega orešèka
287,80 dag,sladkorja
287,1 dcl,vode
287,1,margarina
287,,o dag zmletih keksov
287,30 dag,zmletih orehov
287,15 dag,kuhalne èokolade
287,,èokoladna glazura
288,1/2 kg,"testa (<span class=""label-inline"">12"
288,3,jajca
288,8 žlic,sladkorja
288,1,vanilin sladkor
288,1,pecilni prašek
288,1,jogurt
288,1,jogurtni lonèek olja
288,30 dag,"orehov ali <a href=""https://www.kulinarika.net/recepti/zacimbe/77/mak/"">maka</a>"
288,10 dag,rozin (po želji)
288,,"voda; sladkor in limona za sirup "
290,4,"kepice <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladoleda"
290,4,"<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banane</a>"
290,2 žlici,"narezanih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a>; lešnikov ali orehov"
290,4 žlice,èokoladnega ali kakega drugega preliva
291,10 žlic,moke 
291,1,"zavitek <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> pudinga"
291,1,zavitek pecilnega praška
291,1,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"
291,10 žlic,sladkorja
291,5 žlic,olja
291,10 žlic,mleka
291,3,"srednje velike <a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banane</a>"
291,2,jajci
292,2,kozarca olja
292,2,kozarca moke
292,2,kozarca mleka
292,2,kozarca sladkorja
292,2,jajci
292,2,pecilna praška
292,2,vanilijeva sladkorja
292,,moke po potrebi 
292,,<b>Za nadev potrebujemo:</b>
292,20 dag,masla
292,20 dag,sladkorja
292,1,jajce
292,10 dag,èokolade v prahu 
293,,<b>Testo: (za 3 plošèe)-velik pekaè:</b>
293,42 dag,moke
293,2,jajci
293,"12;5 dag ,margarine
293,8-10 dag,sladkorja
293,1/2 vreèke,pecilnega praška
293,,mleko po potrebi
293,,<b>Krema:</b>
293,1 l,mleka
293,30 dag,sladkorja
293,6-7,zvrhanih žlic ostre moke
293,"12;5 dag ,margarine
293,,vanili sladkor
293,,rum
293,,<b>Preliv:</b>
293,20 dag,jedilne èokolade
293,10 dag,margarine
293,velika žlica,sladkorja
293,1/2 dcl,mleka
294,"2;5 dl ,"beljakov (okoli <span class=""label-inline"">6"
294,2 dl,sladkorja 
294,"2;5 dl ,moke 
294,3/4,pecilnega praška 
294,"1;5 dl ,narezanih orehov 
294,1 dl,kokosove moke 
294,1,rebro naribane èokolade 
294,1,limona 
294,1 dl,"v rumu namoèenih rozin <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a> "
295,,<b>Testo I:</b>
295,1,jajce
295,8 dag,sladkorja
295,15 dag,margarine
295,1/2,pec.praška
295,25 dag,moke
295,,naribana lupina 1 limone
295,,Testo II
295,3,jajca
295,,"za težo <span class=""label-inline"">3"
295,,"za težo <span class=""label-inline"">3"
295,malo,olja
295,1/4,pec.praška
295,,Nadev
295,,"jabolka (ca 4 velika); <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a>; malo sladk."
295,,Glazura
295,10 dag,"sladk .v prahu; sok 1 limone"
296,"0;2 kg ,pšeniène bele moke
296,"0;1 kg ,ajdove moke
296,"0;05 kg ,sojine moke
296,"0;05 kg ,koruzne moke
296,"0;2 kg ,margarina za peko
296,"0;08 kg ,sladkorja v prahu
296,1,jajce
296,1,vanilin sladkor
296,malo,pecilnega praška
297,1,jajce
297,25-30g,sladkorja
297,25-30g,moke
298,1,vanilij
298,4,rumenjaki
298,1 dcl,vode
298,20 dag,sladkorja
298,,<b>in še:</b>
298,20 dag,moke
298,4,žl kakava ali èokolade v prahu
298,1 dcl,olja
298,1,pecilni
298,5,žl ruma 
299,,Testo
299,4,jajca
299,8 žlic,sladkorja
299,7 žlic,moke
299,1,"pecilni prašek;"
299,2 žlici,olja
299,malo,mleka
299,,Nadev
299,"0;5kg ,skute
299,1,kislo smetano
299,,limonina lupinica naribana vanilin sladkor
299,,po želji lahko še malo sladkorja. 
300,,<b>Biskvit:</b>
300,5,"jajc; "
300,5 žlic,vroèe vode
300,30 dag,"sladkorja;"
300,25 dag,moke
300,1/2,pec. praška
300,,<b>Testo za potico:</b>
300,50 dag,moke
300,2,jajci
300,1 žlica,olja
300,2 žlici,kisle smetane
300,3 dag,"kvasa (v kvas zamešaj <span class=""label-inline"">2 žlici"
300,,<b>Skutni nadev:</b>
300,50 dag,skute
300,15 dag,"sladkorja;"
300,1,kisla smetana
300,1,vanilij
300,,"lupina <span class=""label-inline"">1"
300,,<b>Orehov nadev:</b>
300,40 dag,orehov
300,15 dag,sladkorja
300,1,kisla smetana
300,malo,ruma
301,,<b>Za biskvit potrebujemo:</b>
301,10,jajc
301,25 dag,moke
301,25 dag,sladkorja
301,2 dag,kakava v prahu
301,,<b>Vanili krema:</b>
301,1 liter,mleka
301,5,jajc
301,14 dag,sladkorja
301,14 dag,moke
301,1,zavitek vanili sladkorja
301,,<b>Sladkorni sirup:</b>
301,30 dag,sladkorja
301,1 liter,vode
301,,".<span class=""label-inline"">5 dl"
301,10 dag,rozin
301,,"Potrebujemo še 50 dag mletih orehov; sladko smetano in jedilno èokolado"
302,6,jajc
302,,.3dl mleka
302,17 dag,sladkorja
302,10 dag,sladkorja za beljake
302,10dag,moke
302,1,zavitek vanilin sladkorja
302,,".<span class=""label-inline"">3 dl"
302,3 dag,"sladkorja in <span class=""label-inline"">1"
303,300 g,"jajc loèimo (<span class=""label-inline"">6 kosov"
303,120 g,sladkorja
303,150 g,piškotnih drobtin (Albert keksi)
303,200 g,mletih orehov
303,100 g,taljene èokolade
303,,drobno narezana lupina ene pomaranèe (neškropljene)
303,,<b>Èokoladni obliv:</b>
303,100 g,jedilne èokolade
303,50 g,masla 
304,6,veèjih razpolovljenih svežih breskev
304,6 žlic,suhega belega vina
304,6 žlic,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>ženih in narezanih mandeljev"
304,6 žlic,stepene smetane ali sladoleda
305,1 liter,vode
305,50 g,sadnega sladkorja
305,2 èajni žlièki,sirupa natreen
305,1/2 kg,breskev
305,1/2 l,pomaranènega soka
305,1/8 l,limoninega soka
305,1 liter,mineralne vode
306,25 dag,masla
306,20 dag,sladkorja
306,1,vanilij sladkor
306,,šcepec soli
306,2,jajci
306,45 dag,moke 
306,pol,zavitka pecilnega praška
306,,maslo ali margarina 
307,3,srednje velika jajca
307,17 dag,sladkorja
307,14 dag,moke
308,,Biskvit
308,5,rumenjakov
308,5 ,lic sladkorja
308,5 ,lic ostre moke
308,5 ,lic vode
308,5,beljakov - trdi sneg
308,,<b>Nadev:</b>
308,25 dag,masla ali margarine
308,25 dag,sladkorja v prahu
308,25 dag,mletih orehov
308,25 dag,"""albert"" piškotov"
308,2 dcl,coca-cole
308,,rum po okusu
309,,".<span class=""label-inline"">50 dag"
309,,šcepec soli
309,,naribana lupina limone
309,30 dag,masla
309,30 dag,sladkorja
309,1,pecilni prašek
309,malo,"<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"
309,1,jajce
310,15 dag,surovega masla
310,,o dag sladkorja
310,5,rumenjakov
310,,žlico ruma
310,,vanilij sladkor
310,,naribana limonina lupina
310,1 dl,mleka
310,25 dag,bele moke
310,pol,zavitka pecilnega praška
310,,o dag èešenj brez košèic
310,malo,"<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a> v prahu"
310,,trdi sneg petih beljakov 
311,10 dag,èokolade za kuhanje
311,25 dag,sladkorja
311,1,jajce
311,20 dag,zmletih orehov
311,5 dag,grobo narezanih orehov
311,3 žlice,ruma
311,2 dag,masla
312,6,jajc
312,,l4 dag sladkorja
312,,"l<span class=""label-inline"">4 dag"
312,,"l<span class=""label-inline"">4 dag"
313,1 dl,sadnega soka
313,1/4 l,"mleka-2;5 dl"
313,1/4 l,èokoladnega sladoleda
313,,èokoladni opilki za okras
314,35 dag,"kuhalne èokolade; poldrugi dl mleka"
314,3 dl,sladkornega sirupa
314,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilija</a>"
314,3 dcl,sladke smetane
315,,<b>Ža biskvit:</b>
315,20 dag,moke
315,24 dag,sladorja
315,8žlic,vode
315,,pecilni prašek
315,,vaniljev sladkor
315,4,jajca
315,,<b>Za nadev:</b>
315,10,breskev
315,2,vaniljeva pudinga
315,1 liter,vode
315,,smetana za dekoracijo
315,3 žlici,sladkorja
316,50 dag,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladoleda"
316,50 dag,èokoladnega sladoleda
316,2 dl,sladke smetane
316,10 dag,sladkorja v prahu
316,15 dag,narezanega kandiranega sadja
316,1,beljak
317,30 dag,Albertovih keksov
317,20 dag,kokosove moke
317,10 dag,masla ali margarine
317,40 dag,sladkorja
317,1 dl,vode
317,20 dag,jedilne èokolade
317,4 žlice,ruma
317,5 dag,margarine
318,,<b>Testo:</b>
318,35 dag,moke
318,3 dag,kvasa
318,2,rumenjaka
318,,mleko
318,,sol
318,1 velika žlica,sladkorja
318,,<b>Nadev:</b>
318,20 dag,masla
318,12 dag,sladkorja
318,1,vanilijin sladkor
318,,naribana lupinica limone
318,,<b>Preliv: </b>
318,3 dcl,mleka
318,2,vanilijina sladkorja
318,2,veliki žlici sladkorja
319,1,"<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banana</a>; narezana na košèke in poškropljena z limoninim sokom"
319,2,"kuhani hruški; narezani na košèke"
319,1,"pomaranèa; narezana na košèke"
319,2 žlici,"olupljenih in narezanih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a>"
319,2 dl,sladke stolèene smetane
319,1 žlica,masla
319,1 žlica,mareliène marmelade ali džema
319,2 žlici,limoninega soka
319,4 žlice,pomaranènega soka
319,2 žlici,sladkorja
319,2 žlici,ruma
319,2 žlici,vinjaka
319,1 žlica,maraskina
319,4,"kepice <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladoleda"
320,60 g,masla
320,50 g,medu
320,100 g,rjavega sladkorja
320,1,vanilin sladkor
320,1/8 litra,sladke smetane
320,140 g,mandljevih listièev
320,100 g,"mletih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a>"
320,80 g,kandiranih èešenj
320,50 g,citronata
320,50 g,oranžata
320,,grenka èokolada 
321,4,srednje trde hruške
321,4žlice,masla
321,2žlici,sladkorja
321,3žlice,ruma
322,,<b>Za testo potrebujemo: </b>
322,50 dag,moke
322,1/8 l,mleka
322,2,jajci
322,1,rumenjak
322,4 dag,sladkorja
322,10 dag,masla
322,,sol in naribano limonino lupino
322,,<b>Za pripravo kvasa:</b>
322,4 dag,kvasa
322,"0;5 dl ,mleka
322,3 dag,moke
322,malo,sladkorja
322,,<b>Vanilijeva krema:</b>
322,2,rumenjaka
322,10 dag,sladkorja
322,"1;5 žlièke ,škrobne moke
322,malo,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> stroka"
322,"0;5 l ,mleka
322,1 žlica,ruma
322,1 žlica,maraskina
323,2,oblata za napolitanke
323,50 dag,sladkorja
323,3 dl,medu
323,30 dag,na drobno narezanih orehov
323,5,jajènih beljakov
324,,"za <span class=""label-inline"">10"
324,,<b>Biskvitno testo :</b>
324,8 dag,"moke tip <span class=""label-inline"">500"
324,6 dag,kristalnega sladkorja
324,3,beljake
324,2,rumenjaka
324,,<b>Beljakova masa:</b>
324,5,beljakov
324,26 dag,kristalnega sladkorja
324,4 žlice,vode
324,,Obliv je narejen iz mleènega èokoladnega ali belega obliva tovarne Gorenjka.
325,,<b>Keksi:</b>
325,2,jajci (beljak posebej)
325,2 žlici,sladkorja
325,2 žlici,moke
325,1/2,pecilnega praška
325,,<b>Sneg:</b>
325,4,beljaki
325,20 žlic,sladkorja
325,5 žlic,vode
325,,<b>Èokolada:</b>
325,5 dag,jedilne èokolade
325,1 žlica,margarine ali olja
326,,<b>Testo:</b>
326,3,jajca
326,10dag,moke
326,10 dag,sladkorja
326,,<b>Krema:</b>
326,1 l,vode
326,1/2 kg,kislih jabolk
326,2,vanili pudinga
326,,limonina lupina
326,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">klinèki</a>"
326,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a>"
326,4 dcl,smetane.
327,25 dag,surovega masla
327,30 dag,moke
327,3/4,zavitka pecilnega praška
327,1,jajce
327,10 dag,sladkorja 
327,,naribana lupinica 1/2 limone
327,,<b>Nadev:</b>
327,1 kg,jabolk
327,1/2 žlice,masla 
327,9 dag,sladkorja
327,1,zavitek vanilinega sladkor
327,5 dag,rozin
