id, [kolicina; sestavina]
254, [1/2 kg; belega zelja; 3; veliki korenèki; 250 g; majoneze; 1 žlica; vinskega kisa; 1 žlica; "<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a>"; 1 žlièka; "sesekljanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; ; "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"]
255, [1; "gomolj olupljene in nastrgane gomoljaste <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a> ali 2 stebli stebelne <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a>"; 2; olupljeni in nastrgani jabolki; 3; olupljeni in nastrgani korenèki; 3 žlice; kisa; 1 žlica; sladkorja; 3 žlice; kisle smatane; 3 žlice; majoneze]
256, [25 dag; mlade èebule; šèepec; rdeèe paprike; 2 dl; kisle smetane; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
257, [50 dag; kislega zelja; 1; "skodela vloženega <a href=""https://www.kulinarika.net/recepti/zacimbe/4/ananas/"">ananasa</a>"; 1 žlièka; sladkorja; 1; manjša nasekljana èebula; 1 žlica; "<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a>"; 5 žlic; kisle smetane]
258, [5; srednje velikih krompirjev narezanih na kocke; 5; "trdo kuhanih jajc; narezanih na kocke"; 3; "kuhani koreni; narezani na kocke"; 1; skodela kuhanega graha; 3; "kisle kumarice; narezane na kocke"; 1 žlica; limoninega soka; 4 žlice; olja; 2 žlici; majoneze; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; 1 žlièka; "<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a>"]
259, [50 dag; v olupku kuhanega krompirja; 1; veèja ali 2 manjši šalotki; ; sol; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; ; jabolèni kis; ; olivno ali kako drugo olje]
260, [; "Zelje; naribano korenje; paprika; paradižnik; fižol; koruza; tuna; nariban sir ."; ; "Olivno olje; kis; sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"]
261, [3; srednje velike sveže kumare; 1 dcl; "jogurta;"; ; "sol;<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>; drobnjak; <a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilika</a>;"; ; "svež <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"; ; "mlada èebula;kis; olje; paprika"]
262, [40 dag; velikega belega ali pisanega fižola /lahko iz ploèevinke /; 1; "veèja èebula ; narezana na tenke kolobarje"; ; ".<span class=""label-inline"">5 dl"; ; sok ene limone alli pa kis; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
263, [20 dag; "salame (posebne; šunkarice)"; 20 dag; sira gauda; 1; èebula; 3-4; paradižnike; 2 stroka; èesna; 2; papriki; 1; "konzervo koruze (<span class=""label-inline"">20 dag"; ; "Preliv: <span class=""label-inline"">3 žlice"; 2 žlici; vinskega kisa; 1; "žlièko <a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a>"; 5 žlic; majoneze; ; noževa konica sladke paprike; ; "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> "]
264, [; "o dag paradižnika; narezanega na rezine"; 15 dag; "mozarela sira; narezanega na rezine"; 3 žlice; olivnega olja; 1 žlica; jabolènega kisa; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; 1 žlica; listièev origana]
265, [1; zavitek raviolov; 1; skodela kuhanega graha; 2; "kuhana koreèka; narezana na kocke"; 2; "sveži gobi (npr. golobici ali šampiniona; ki jih uživamo surove) narezani na rezine"; 1 žlica; majoneze; 1 žlica; nasekljane kreše ali drobnjaka; 1 žlica; olja; 1 žlica; kisa; ; "listi <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a> solate"; ; sol po okusu]
266, [30 dag; kuhanega riža; 1; ploèevinka kuhanega graha; 20 dag; "sira gaude; narezanega na kocke"; 20 dag; kuhanega in na trakove narezanega korenja; 1; "kuhano pišèanèje oprsje; narezano na kocke"; ; sol po okusu; 1 žlièka; "zdrobljene <a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilike</a>"; 1 žlica; olja (lahko olivnega); 3 žlice; vinskega kisa; 10; rdeèih redkvic za okrasitev]
267, [1; jajèevec; ; sol; ; olje za peèenje ; 2 žlici; olivnega olja; ; "sok <span class=""label-inline"">1/2"; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"; 2 stroka; èesna]
268, [60 dag; kisle repe; 1 žlica; rdeèe paprike; 1 žlica; paradižnikove mezge; 1 žlica; "<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a>"; 3 žlice; olja]
269, [50 dag; paradižnika; 1; èebula; 1; zrel avokado ( ko se ga dotaknete ni ne pretrd in ne premehek; ; "olje; kis; sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> "]
270, [4; "<a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a> paprike"; 3; trdi paradižniki; 10 dag; oliv; 15 dag; kuhanega riža; 20 dag; "kuhane govedine ali pišèanèjega mesa; narezanega na trakove"; 3 žlice; olja; 2 žlici; kisa; 2 stroka; strtega èesna; 1 žlièka; "drobno nasekljanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu "]
272, [l; "glavica <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a> solate; lahko je mehka; endivija ali radiè"; 15 dag; naribanega sira; 1; rezina slanine; 2 žlici; jabolènega kisa; 2 žlici; olivnega olja; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; 1 žlica; "pekoèe <a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a>"]
273, [3; "skodele kuhanega; debelozrnatega fižola ali boba"; 2; skodeli kuhanih jajènih polžkov Pekatete (žito); 1; "<a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelena</a> paprika; narezana na rezine"; 2; "mladi èebuli; narezani na kolobarje"; 1; "trd paradižnik; narezan na kolobarje"; 2; "trdo kuhani jajci; narezani na èetrtine"; 2 žlici; grobo nasekljanih orehov; 4; "listi <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a> solate"; 1 žlièka; zdrobljenega ali nasekljanega koprca; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; ; olje in kis po okusu]
274, [1/2 kg; "kuhane govedine (lahko tiste; ki je ostala od goveje juhe)"; 2; paradižnika; 2; paprike; 3; trdo kuhana jajca; ; sol; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; ; olje; ; kis; 1; èebula; 4; stroki èesna; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilika</a> "]
275, [20 dag; cikorije; 15 dag; endivije; 1; "<a href=""https://www.kulinarika.net/recepti/zacimbe/269/granatno-jabolko/"">jabolko</a>; olupljeno in narezano na rezine"; ; sok polovice limone; 1 žlica; "naribane <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a>"; 2 žlici; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>ženih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a>"; 1; mlada drobno sesekljana èebula; 1 strok; strtega èesna; pol žlièke; zmletih gorèiènih zrn; 1 žlièka; drobno sesekljanega drobnjaka; šèepec; sladkorja; 3 žlice; olivnega ali koruznega olja; 3 žlice; vinskega kisa; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
276, [50 dag; "paradižnika; narezanega na veèje kose"; 2; "èebuli; narezani na kose"; 1; "<a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelena</a> pekoèa paprika; narezana na drobno"; 1; "paprika; narezana na rezance"; 1; "kumara; narezana na kose"; 20 dag; belega sira narezanega na kose; ; olje in zelo malo kisa; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
277, [; "Za <span class=""label-inline"">4"; 250 g; kodraste endivije ali eskarjolke; 250 g; pišèanèjih jeter; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; 70 ml; olja (po potrebi malo veè); 125 g; trakasto narezane mesnate slanine; 4; "debele; na kocke narezane rezine francoskega belega kruha"; 3; drobno nasekljane šalotke; ; drobno sesekljan strok èesna; žlica; malinovega ali drugega sadnega kisa; žlica; svežega drobnjaka]
278, [4; glavice vitlofa; l; trdo kuhano jajce; 2 žlici; naribanega sira; 2 žlici; hrustljavo zapeèenih košèkov slanine; 1 strok; strtega èesna; 3 žlice; limoninega soka; 3 žlice; olivnega olja; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
279, [1; "veèji gomolj <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a>"; 2 žlici; majoneze; 1 žlièka; "<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a>; zaželena je pekoèa"; 1; sardelni filet; 1; "kisla kumarica; narezana na drobne košèke"; 1 žlica; kisa od kislih kumaric; 1 žlièka; "drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
280, [1; ploèevinka graha; 2; skodeli kuhanih testenin; 1; ploèevinka rakcev; 1; ploèevinka belušev; 3 žlice; majoneze; 2 žlici; limoninega soka; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; 1 žlièka; sladkorja; 2 žlici; olja]
281, [; vložene hruške; ; kepica sladoleda; ; Èokolada; ; sladka smetana]
282, [; <b>Za 5 oseb potrebujete:</b>; ; <b>Testo:</b>; 2 dag; kvasa; 25 dag; ajdove moke; 25 dag; bele moke; 2 dl; vode li mleka; "2;5 dag ; masla; "2;5 dag ; sladkorja; ; maslo; ; sol; ; <b>Nadev:</b>; 15 dag; skute; ; .5 dl kisle smetane; 1; jajce; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a>"; 5 dag; sladkorja; 10 dag; rozin; 10 dag; orehov]
283, [5 žlic; instant ajdove moke; 5 žlic; sladkorja; 4; jajca; ; limonina lupina; ; mašèoba za pekaè; ; <b>Za poliv:</b>; 5 dl; belega vina; "2;5 dl ; vode; "1;5 dl ; ruma; 20 dag; sladkorja; ; limonina lupina; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">nageljnove žbice</a>"; ; "palièica <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"]
284, [5 dl; sodavice; 1 žlica; malinovega ali ribezovega sirupa; 1 žlièka; sladkorja; ; limonin sok; nekaj; kock ledu]
285, [; <b>Sestavine za palaèinke:</b>; 10; "do <span class=""label-inline"">12"; 1/4; skodele pecilnega praška; 1 1/2 žlica; soli; 1/2; skodele sladkorja; 1; skodela mleènega prahu; 1 žlica; sode ; ; Vse sestavine presejemo in dobro zmešamo. Lahko jih hranimo v stekleni posodi do 3 mesece.; 2; skodeli prejšnje mešanice; 2; skodeli mleka; 1; jajce]
286, [2; jajci; 1; skodelo sladkorja; 1; skodelo mleka; 5 žlic; dobro umešane margarine ali masla; 4; skodele presejane moke; 4; žlicke pecilnega praška; pol; "žlicke <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a> v prahu"; l; žlièko nastrgane limonine lupinice; pol žlièke; soli; šèepec; nastrganega muškatnega orešèka]
287, [80 dag; sladkorja; 1 dcl; vode; 1; margarina; ; o dag zmletih keksov; 30 dag; zmletih orehov; 15 dag; kuhalne èokolade; ; èokoladna glazura]
288, [1/2 kg; "testa (<span class=""label-inline"">12"; 3; jajca; 8 žlic; sladkorja; 1; vanilin sladkor; 1; pecilni prašek; 1; jogurt; 1; jogurtni lonèek olja; 30 dag; "orehov ali <a href=""https://www.kulinarika.net/recepti/zacimbe/77/mak/"">maka</a>"; 10 dag; rozin (po želji); ; "voda; sladkor in limona za sirup "]
290, [4; "kepice <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladoleda"; 4; "<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banane</a>"; 2 žlici; "narezanih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a>; lešnikov ali orehov"; 4 žlice; èokoladnega ali kakega drugega preliva]
291, [10 žlic; moke ; 1; "zavitek <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> pudinga"; 1; zavitek pecilnega praška; 1; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 10 žlic; sladkorja; 5 žlic; olja; 10 žlic; mleka; 3; "srednje velike <a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banane</a>"; 2; jajci]
292, [2; kozarca olja; 2; kozarca moke; 2; kozarca mleka; 2; kozarca sladkorja; 2; jajci; 2; pecilna praška; 2; vanilijeva sladkorja; ; moke po potrebi ; ; <b>Za nadev potrebujemo:</b>; 20 dag; masla; 20 dag; sladkorja; 1; jajce; 10 dag; èokolade v prahu ]
293, [; <b>Testo: (za 3 plošèe)-velik pekaè:</b>; 42 dag; moke; 2; jajci; "12;5 dag ; margarine; 8-10 dag; sladkorja; 1/2 vreèke; pecilnega praška; ; mleko po potrebi; ; <b>Krema:</b>; 1 l; mleka; 30 dag; sladkorja; 6-7; zvrhanih žlic ostre moke; "12;5 dag ; margarine; ; vanili sladkor; ; rum; ; <b>Preliv:</b>; 20 dag; jedilne èokolade; 10 dag; margarine; velika žlica; sladkorja; 1/2 dcl; mleka]
294, ["2;5 dl ; "beljakov (okoli <span class=""label-inline"">6"; 2 dl; sladkorja ; "2;5 dl ; moke ; 3/4; pecilnega praška ; "1;5 dl ; narezanih orehov ; 1 dl; kokosove moke ; 1; rebro naribane èokolade ; 1; limona ; 1 dl; "v rumu namoèenih rozin <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a> "]
295, [; <b>Testo I:</b>; 1; jajce; 8 dag; sladkorja; 15 dag; margarine; 1/2; pec.praška; 25 dag; moke; ; naribana lupina 1 limone; ; Testo II; 3; jajca; ; "za težo <span class=""label-inline"">3"; ; "za težo <span class=""label-inline"">3"; malo; olja; 1/4; pec.praška; ; Nadev; ; "jabolka (ca 4 velika); <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a>; malo sladk."; ; Glazura; 10 dag; "sladk .v prahu; sok 1 limone"]
296, ["0;2 kg ; pšeniène bele moke; "0;1 kg ; ajdove moke; "0;05 kg ; sojine moke; "0;05 kg ; koruzne moke; "0;2 kg ; margarina za peko; "0;08 kg ; sladkorja v prahu; 1; jajce; 1; vanilin sladkor; malo; pecilnega praška]
297, [1; jajce; 25-30g; sladkorja; 25-30g; moke]
298, [1; vanilij; 4; rumenjaki; 1 dcl; vode; 20 dag; sladkorja; ; <b>in še:</b>; 20 dag; moke; 4; žl kakava ali èokolade v prahu; 1 dcl; olja; 1; pecilni; 5; žl ruma ]
299, [; Testo; 4; jajca; 8 žlic; sladkorja; 7 žlic; moke; 1; "pecilni prašek;"; 2 žlici; olja; malo; mleka; ; Nadev; "0;5kg ; skute; 1; kislo smetano; ; limonina lupinica naribana vanilin sladkor; ; po želji lahko še malo sladkorja. ]
300, [; <b>Biskvit:</b>; 5; "jajc; "; 5 žlic; vroèe vode; 30 dag; "sladkorja;"; 25 dag; moke; 1/2; pec. praška; ; <b>Testo za potico:</b>; 50 dag; moke; 2; jajci; 1 žlica; olja; 2 žlici; kisle smetane; 3 dag; "kvasa (v kvas zamešaj <span class=""label-inline"">2 žlici"; ; <b>Skutni nadev:</b>; 50 dag; skute; 15 dag; "sladkorja;"; 1; kisla smetana; 1; vanilij; ; "lupina <span class=""label-inline"">1"; ; <b>Orehov nadev:</b>; 40 dag; orehov; 15 dag; sladkorja; 1; kisla smetana; malo; ruma]
301, [; <b>Za biskvit potrebujemo:</b>; 10; jajc; 25 dag; moke; 25 dag; sladkorja; 2 dag; kakava v prahu; ; <b>Vanili krema:</b>; 1 liter; mleka; 5; jajc; 14 dag; sladkorja; 14 dag; moke; 1; zavitek vanili sladkorja; ; <b>Sladkorni sirup:</b>; 30 dag; sladkorja; 1 liter; vode; ; ".<span class=""label-inline"">5 dl"; 10 dag; rozin; ; "Potrebujemo še 50 dag mletih orehov; sladko smetano in jedilno èokolado"]
302, [6; jajc; ; .3dl mleka; 17 dag; sladkorja; 10 dag; sladkorja za beljake; 10dag; moke; 1; zavitek vanilin sladkorja; ; ".<span class=""label-inline"">3 dl"; 3 dag; "sladkorja in <span class=""label-inline"">1"]
303, [300 g; "jajc loèimo (<span class=""label-inline"">6 kosov"; 120 g; sladkorja; 150 g; piškotnih drobtin (Albert keksi); 200 g; mletih orehov; 100 g; taljene èokolade; ; drobno narezana lupina ene pomaranèe (neškropljene); ; <b>Èokoladni obliv:</b>; 100 g; jedilne èokolade; 50 g; masla ]
304, [6; veèjih razpolovljenih svežih breskev; 6 žlic; suhega belega vina; 6 žlic; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>ženih in narezanih mandeljev"; 6 žlic; stepene smetane ali sladoleda]
305, [1 liter; vode; 50 g; sadnega sladkorja; 2 èajni žlièki; sirupa natreen; 1/2 kg; breskev; 1/2 l; pomaranènega soka; 1/8 l; limoninega soka; 1 liter; mineralne vode]
306, [25 dag; masla; 20 dag; sladkorja; 1; vanilij sladkor; ; šcepec soli; 2; jajci; 45 dag; moke ; pol; zavitka pecilnega praška; ; maslo ali margarina ]
307, [3; srednje velika jajca; 17 dag; sladkorja; 14 dag; moke]
308, [; Biskvit; 5; rumenjakov; 5 ; lic sladkorja; 5 ; lic ostre moke; 5 ; lic vode; 5; beljakov - trdi sneg; ; <b>Nadev:</b>; 25 dag; masla ali margarine; 25 dag; sladkorja v prahu; 25 dag; mletih orehov; 25 dag; """albert"" piškotov"; 2 dcl; coca-cole; ; rum po okusu]
309, [; ".<span class=""label-inline"">50 dag"; ; šcepec soli; ; naribana lupina limone; 30 dag; masla; 30 dag; sladkorja; 1; pecilni prašek; malo; "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; 1; jajce]
310, [15 dag; surovega masla; ; o dag sladkorja; 5; rumenjakov; ; žlico ruma; ; vanilij sladkor; ; naribana limonina lupina; 1 dl; mleka; 25 dag; bele moke; pol; zavitka pecilnega praška; ; o dag èešenj brez košèic; malo; "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a> v prahu"; ; trdi sneg petih beljakov ]
311, [10 dag; èokolade za kuhanje; 25 dag; sladkorja; 1; jajce; 20 dag; zmletih orehov; 5 dag; grobo narezanih orehov; 3 žlice; ruma; 2 dag; masla]
312, [6; jajc; ; l4 dag sladkorja; ; "l<span class=""label-inline"">4 dag"; ; "l<span class=""label-inline"">4 dag"]
313, [1 dl; sadnega soka; 1/4 l; "mleka-2;5 dl"; 1/4 l; èokoladnega sladoleda; ; èokoladni opilki za okras]
314, [35 dag; "kuhalne èokolade; poldrugi dl mleka"; 3 dl; sladkornega sirupa; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilija</a>"; 3 dcl; sladke smetane]
315, [; <b>Ža biskvit:</b>; 20 dag; moke; 24 dag; sladorja; 8žlic; vode; ; pecilni prašek; ; vaniljev sladkor; 4; jajca; ; <b>Za nadev:</b>; 10; breskev; 2; vaniljeva pudinga; 1 liter; vode; ; smetana za dekoracijo; 3 žlici; sladkorja]
316, [50 dag; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladoleda"; 50 dag; èokoladnega sladoleda; 2 dl; sladke smetane; 10 dag; sladkorja v prahu; 15 dag; narezanega kandiranega sadja; 1; beljak]
317, [30 dag; Albertovih keksov; 20 dag; kokosove moke; 10 dag; masla ali margarine; 40 dag; sladkorja; 1 dl; vode; 20 dag; jedilne èokolade; 4 žlice; ruma; 5 dag; margarine]
318, [; <b>Testo:</b>; 35 dag; moke; 3 dag; kvasa; 2; rumenjaka; ; mleko; ; sol; 1 velika žlica; sladkorja; ; <b>Nadev:</b>; 20 dag; masla; 12 dag; sladkorja; 1; vanilijin sladkor; ; naribana lupinica limone; ; <b>Preliv: </b>; 3 dcl; mleka; 2; vanilijina sladkorja; 2; veliki žlici sladkorja]
319, [1; "<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banana</a>; narezana na košèke in poškropljena z limoninim sokom"; 2; "kuhani hruški; narezani na košèke"; 1; "pomaranèa; narezana na košèke"; 2 žlici; "olupljenih in narezanih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a>"; 2 dl; sladke stolèene smetane; 1 žlica; masla; 1 žlica; mareliène marmelade ali džema; 2 žlici; limoninega soka; 4 žlice; pomaranènega soka; 2 žlici; sladkorja; 2 žlici; ruma; 2 žlici; vinjaka; 1 žlica; maraskina; 4; "kepice <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladoleda"]
320, [60 g; masla; 50 g; medu; 100 g; rjavega sladkorja; 1; vanilin sladkor; 1/8 litra; sladke smetane; 140 g; mandljevih listièev; 100 g; "mletih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a>"; 80 g; kandiranih èešenj; 50 g; citronata; 50 g; oranžata; ; grenka èokolada ]
321, [4; srednje trde hruške; 4žlice; masla; 2žlici; sladkorja; 3žlice; ruma]
322, [; <b>Za testo potrebujemo: </b>; 50 dag; moke; 1/8 l; mleka; 2; jajci; 1; rumenjak; 4 dag; sladkorja; 10 dag; masla; ; sol in naribano limonino lupino; ; <b>Za pripravo kvasa:</b>; 4 dag; kvasa; "0;5 dl ; mleka; 3 dag; moke; malo; sladkorja; ; <b>Vanilijeva krema:</b>; 2; rumenjaka; 10 dag; sladkorja; "1;5 žlièke ; škrobne moke; malo; "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> stroka"; "0;5 l ; mleka; 1 žlica; ruma; 1 žlica; maraskina]
323, [2; oblata za napolitanke; 50 dag; sladkorja; 3 dl; medu; 30 dag; na drobno narezanih orehov; 5; jajènih beljakov]
324, [; "za <span class=""label-inline"">10"; ; <b>Biskvitno testo :</b>; 8 dag; "moke tip <span class=""label-inline"">500"; 6 dag; kristalnega sladkorja; 3; beljake; 2; rumenjaka; ; <b>Beljakova masa:</b>; 5; beljakov; 26 dag; kristalnega sladkorja; 4 žlice; vode; ; Obliv je narejen iz mleènega èokoladnega ali belega obliva tovarne Gorenjka.]
325, [; <b>Keksi:</b>; 2; jajci (beljak posebej); 2 žlici; sladkorja; 2 žlici; moke; 1/2; pecilnega praška; ; <b>Sneg:</b>; 4; beljaki; 20 žlic; sladkorja; 5 žlic; vode; ; <b>Èokolada:</b>; 5 dag; jedilne èokolade; 1 žlica; margarine ali olja]
326, [; <b>Testo:</b>; 3; jajca; 10dag; moke; 10 dag; sladkorja; ; <b>Krema:</b>; 1 l; vode; 1/2 kg; kislih jabolk; 2; vanili pudinga; ; limonina lupina; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">klinèki</a>"; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a>"; 4 dcl; smetane.]
327, [25 dag; surovega masla; 30 dag; moke; 3/4; zavitka pecilnega praška; 1; jajce; 10 dag; sladkorja ; ; naribana lupinica 1/2 limone; ; <b>Nadev:</b>; 1 kg; jabolk; 1/2 žlice; masla ; 9 dag; sladkorja; 1; zavitek vanilinega sladkor; 5 dag; rozin; šèepec; "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"]
328, [4; jabolka; 400 g; listnatega testa; 35 g; marcipana; 2 žlici; mletih lešnikov; 1 žlica; mareliène marmelade; "0;2 l ; "smetane;"; 1 žlica; sladkorja; 4 žlice; ruma; 1-2 žlici; grobega sladkorja]
329, [6; jajc; 8 žlic; vode; 30 dag; sladkorja; 4 žlice; olja; 30 dag; moke; 1/2; pecilnega praška; 3; pomaranèe; 5 žlic; mareliène marmelade; 10 dag; èokolade; 10 dag; margarine]
330, [30 dag; svežih jagod; ; sladkor po okusu; nekaj kapljic; ruma ali maraskina; 1; kozarec sladke smetane; 1; zavitek vanilin sladkorja]
331, [100 g; jagod; 1 èajna žlièka; limoninega soka; malo; sladkorja; 1/4 l; mleka]
332, [; <b>Biskvitno testo:</b>; ; <b>Sestavine:</b>; 6; rumenjakov; 30 dag; sladkorja; 6 žlic; tople vode; 18 dag; moke; ; pecilni in vanilni prašek; 6; beljakov; ; <b>Èokoladna krema:</b>; 8 žlic; mleka; 3 žlice; sladkorja v prahu; 10 dag; margarine (Rama ali Petra); 15 dag; èokolade v prahu in 20 dag kokosove moke ]
333, [1; lonèek navadnega jogurta; 2; jogurtova lonèka moke; 1; jajce; pol vreèke; pecilnega praška; 1 žlica; sladkorja; malo; soli; ; kanèek ruma ; 1; "<a href=""https://www.kulinarika.net/recepti/zacimbe/269/granatno-jabolko/"">jabolko</a>; naribano na strgalnik"; malo; "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"]
334, [1; lonèek navadnega jogurta; 2; lonèka ostre moke; l; lonèek sladkorja; l žlica; masla; l; vanilij sladkor; pol; pecilnega praška; 2; jajci; 1 žlica; vode; 1 žlica; mleka]
338, [5; jajc; 15 dag; sladkorja v prahu; 10 dag; moke; 10 dag; zmletih orehov; 1 žlica; zmlete èrne kave; 1/2; pecilnega praška; 2; lista podolgovatih oblat; ; <b>Nadev:</b>; 20 dag; margarine; 20 dag; sladkorja v prahu; 2 žlici; zmlete èrne kave ]
339, [; <b>Za testo: </b>; 200 g; masla; 200 g; rjavega sladkorja; 2; jajci; 1 èajna žlièka; "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; 1/2; "èajne žlièke <a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">klinèkov</a>"; 125 g; mletih lešnikov; 100 g; mlete èokolade; 250 g; moke; 1 èajna žlièka; pecilnega praška; 2; jedilni žlici ruma; ; <b>Za glazuro:</b>; 3; èajne žlièke Nescafe; 200 g; sladkorja; ; kavni bonboni]
340, [50 dag; moke; 25 dag; sladkorja; 1; kisla smetana; 1; pecilni prašek; 1; vanilin sladkor; 4-5; jajc]
341, [3; rumenjaki; 4 žlice; sladkorja; 10 dag; kokosove moke; 3 dl; mleka; 1 dl; sladke smetane; nekaj kapljic; kokosove esence]
